discounted_price,actual_price,discount_percentage,rating,rating_count
-0.6047772073624765,-0.42191545289336135,0.64,1,1.6702434340856007
-0.8664486543110194,0.010376645251928785,0.9,0,-0.030858354235027925
-0.9253247298744415,-0.8001710387704902,0.61,1,0.9036493719600815
-0.9318665160481551,-0.47541160003884103,0.85,0,1.732911769962782
-0.8957166056522139,-0.746134526502329,0.65,1,0.7249092844166926
-0.8271979372687379,-0.8542075510386515,0.23,1,2.3096270203939846
-0.9253247298744415,-0.832592946131387,0.55,1,0.5378411788165353
-0.6688867118648695,-0.5299884774296839,0.61,1,-0.6206902331056406
-0.9187829437007279,-0.8001710387704902,0.6,1,-0.3598150674773746
-0.6701950690996122,-0.8001710387704902,0.13,2,1.096442989974267
-0.8664486543110194,-0.746134526502329,0.6,1,0.5018225007210125
0.14229477367561338,-0.043659867016232486,0.46,2,-0.7713232597074366
-0.7617800755316022,-0.746134526502329,0.44,0,0.2849817305679087
-1.0496186671749994,-0.9082440633068128,0.7,1,0.12008697304389696
-0.8664486543110194,-0.6380615019660064,0.72,1,0.4089650993880463
-0.735612930836748,-0.8001710387704902,0.25,1,-0.5682237193480005
0.14229477367561338,0.06441315752009005,0.51,2,-0.8370105021301965
-0.735612930836748,-0.47595196516152266,0.7,1,1.3143247623844667
-0.8926157990058736,-0.746134526502329,0.64,1,-0.6548351071383905
-0.6178607797099036,-0.42191545289336135,0.65,1,-0.7547713238196098
-0.34310576041393365,-0.6920980142341677,0.0,1,-0.8192093635338542
-0.8664486543110194,-0.47595196516152266,0.8,0,-0.7442572010229398
-0.9972843777852908,-0.6555369100335298,0.85,0,1.732911769962782
0.04940141000888067,0.010917010374610398,0.53,2,0.5546013151557815
-0.8664486543110194,-0.47595196516152266,0.8,1,-0.796203213652032
0.14229477367561338,0.06441315752009005,0.51,1,-0.8080706393829267
-0.6047772073624765,-0.42191545289336135,0.64,1,1.6702434340856007
0.1802371334831521,-0.15173289155255504,0.38,1,0.4027190858454701
-1.0496186671749994,-0.9082440633068128,0.7,1,0.12008697304389696
-0.46347462601026335,-0.3630156545210656,0.58,1,-0.009726008415978442
-0.6047772073624765,-0.47595196516152266,0.6,0,-0.804843532385929
0.44190858043169495,0.17248618205641258,0.45,2,1.7234386494232081
-0.08143431346539076,0.11899003491093293,0.62,1,-0.0037922955505310493
-0.8664486543110194,-0.8271892949045709,0.43,1,-0.823477472787948
-0.8258895800339953,-0.746134526502329,0.54,0,-0.5480282755603375
-0.6715034263343549,-0.2057694038207163,0.77,1,-0.7878751955952636
-0.9253247298744415,-0.8271892949045709,0.56,1,-0.12080094924812523
-0.8926157990058736,-0.5840249896978452,0.78,0,-0.6270403468739264
-0.9449500883955823,-0.47595196516152266,0.86,1,-0.7194813473040542
-0.6963622137944665,-0.559168194054491,0.61,1,2.2404003702970985
-0.7827137912874856,-0.6380615019660064,0.62,1,-0.8093198420914419
0.9652514743287807,0.6047782802017028,0.47,1,-0.572283628150675
-0.8402815096161651,-0.6375211368433249,0.69,1,1.231356882493913
-0.6701950690996122,-0.5299884774296839,0.61,2,-0.8406540100300326
-0.6701950690996122,-0.6920980142341677,0.42,1,-0.8343038962617467
-0.9763506620294073,-0.746134526502329,0.77,1,-0.051261998474110185
-0.6047772073624765,-0.47595196516152266,0.6,1,-0.6708665418976695
-0.8664486543110194,-0.746134526502329,0.6,1,-0.7934966077835822
-0.8926157990058736,-0.8001710387704902,0.55,1,-0.7080303224759978
-0.8533650819635922,-0.746134526502329,0.58,0,-0.800367222680416
0.7493725305962329,1.1451434028833156,0.64,1,-0.8528337364380562
-0.6047772073624765,-0.42191545289336135,0.64,1,1.6702434340856007
-0.9449500883955823,-0.8812258071727321,0.44,1,0.12008697304389696
-0.735612930836748,-0.5840249896978452,0.63,2,2.140984654744427
-0.7015956427334373,-0.31384242835703885,0.75,1,0.2447990434440018
-0.8664486543110194,-0.47595196516152266,0.8,2,-0.8429442149956439
-0.27768789867679794,0.06441315752009005,0.68,1,1.6702434340856007
-0.7748636478790294,-0.5834846245751636,0.66,0,0.19878674368035712
-0.8664486543110194,-0.47595196516152266,0.8,1,-0.811922347734182
-0.7473881459494324,-0.8271892949045709,0.17,0,-0.6503587974328776
-0.8010307925738837,-0.5840249896978452,0.69,0,-0.7438408001201015
-0.6754284980385831,-0.47595196516152266,0.65,0,-0.7419669960573285
0.31107285695742354,0.010376645251928785,0.42,2,1.4777621167485442
-0.18610289224480792,-0.2057694038207163,0.52,1,-0.7473802077942279
-0.6701950690996122,-0.2057694038207163,0.77,1,-0.42466950809445747
-0.01601645172825505,-0.038256215789416355,0.53,1,-0.17462076593999018
-0.735612930836748,-0.5299884774296839,0.67,1,-0.6908537852339133
-0.6701950690996122,-0.47595196516152266,0.65,1,0.5096300176492328
-0.6047772073624765,-0.47595196516152266,0.6,1,-0.5640597103196164
-0.5393593456253408,-0.31384242835703885,0.65,1,1.6702434340856007
-0.735612930836748,-0.47595196516152266,0.7,1,-0.7764241707672073
-0.9972843777852908,-0.5834846245751636,0.88,0,1.732911769962782
-0.7694993832165842,-0.47595196516152266,0.73,1,1.3143247623844667
-0.6047772073624765,-0.47595196516152266,0.6,1,-0.6708665418976695
-0.6047772073624765,0.06441315752009005,0.8,2,-0.8035943296774137
-0.8520567247288495,-0.8001710387704902,0.47,1,-0.6774248561173745
0.5727443039059664,0.06441315752009005,0.35,0,-0.7947458104920975
-0.9318665160481551,-0.47595196516152266,0.85,1,-0.7194813473040542
-0.8285062945034807,-0.5299884774296839,0.75,0,-0.8424237138670958
0.9652514743287807,0.06441315752009005,0.2,2,-0.6530654033013272
0.8344157508545093,1.1451434028833156,0.63,0,-0.8523132353095081
-0.08143431346539076,-0.09715601416171214,0.53,1,2.125057320210858
-0.8271979372687379,-0.6942594747248941,0.62,1,0.4799614533219958
-0.6701950690996122,-0.6920980142341677,0.42,1,-0.8266004795592361
-0.6047772073624765,-0.47595196516152266,0.6,1,-0.5640597103196164
-0.6701950690996122,-0.31384242835703885,0.73,1,-0.5131546999476203
-0.8926157990058736,-0.8542075510386515,0.4,0,-0.8477328253782855
-0.22535360928708933,-0.2052290386980347,0.54,1,3.547378704081169
-0.8010307925738837,-0.5126967935038723,0.73,0,-0.7442572010229398
0.1802371334831521,0.28055920659273514,0.58,2,-0.4747417166607767
-0.6047772073624765,-0.8001710387704902,0.0,0,-0.6530654033013272
-0.6701950690996122,-0.6380615019660064,0.5,1,1.3143247623844667
-0.6047772073624765,-0.42191545289336135,0.64,1,-0.5766558376304783
1.0960871978030522,0.6047782802017028,0.43,2,1.7234386494232081
-0.8716820832499902,-0.746134526502329,0.61,0,-0.7121943315043819
0.1802371334831521,0.11899003491093293,0.52,2,-0.2844465040636217
-0.47394148388820506,-0.5299884774296839,0.44,1,-0.760496836233638
-0.5825351343718503,-0.6920980142341677,0.31,1,2.2692361328186585
-0.6453362816395006,-0.6380615019660064,0.47,1,-0.8158781563111469
-0.6832786414470393,-0.42191545289336135,0.69,1,-0.7547713238196098
-0.47394148388820506,-0.31384242835703885,0.62,1,2.3096270203939846
-0.6047772073624765,-0.5840249896978452,0.5,1,-0.8549157409522482
0.8344157508545093,0.06441315752009005,0.25,2,-0.6530654033013272
-0.2933881854937105,-0.2057694038207163,0.58,1,-0.853666538243733
-0.6047772073624765,-0.5299884774296839,0.56,0,-0.8297234863305242
0.2979892846099964,-0.1511925264298734,0.32,1,-0.48504763900602743
-0.6832786414470393,-0.47595196516152266,0.66,1,-0.20501803184719436
-0.9318665160481551,-0.746134526502329,0.7,1,-0.051261998474110185
-0.9318665160481551,-0.8001710387704902,0.63,0,-0.850231230795316
-0.34310576041393365,-0.5570067335637645,0.29,2,-0.7960991134263223
